name,category,address,open_website,phone_number,open_hours,open_hours_updated,reviews_count,rating,main_image,url,country
Illinois Oral Surgery and Implant Center of Naperville,Dental implants provider,"720 Brom Dr #103, Naperville, IL 60540",https://www.iosnaperville.com/,(630) 355-9449,"{""Friday"":""8 AM–5 PM"",""Monday"":""8 AM–5 PM"",""Saturday"":""Closed"",""Sunday"":""Closed"",""Thursday"":""8 AM–5 PM"",""Tuesday"":""8 AM–5 PM"",""Wednesday"":""8 AM–5 PM""}",Open ⋅ Closes 5 PM,222.0,4.9,https://lh5.googleusercontent.com/p/AF1QipNc0-Ax5DcREqawWON9gIUt9fnaotZWjmKtS3Eu=w117-h92-k-no,https://www.google.com/maps/place/Illinois%20Oral%20Surgery%20and%20Implant%20Center%20of%20Naperville/data=!4m7!3m6!1s0x880e57ebc4da850b:0x7f761d2a5557e9a7!8m2!3d41.7625135!4d-88.1526738!16s/g/11nnwg0mrz!19sChIJC4XaxOtXDogRp-lXVSoddn8?authuser=0&hl=en&rclk=1,US
"UnityPoint Clinic Pediatrics- Cedar Rapids: Katie Shearer, MD",Pediatrician,"855 A Ave NE, Cedar Rapids, IA 52402",unitypoint.org,+13193689300,"""{\""Friday\"":\""7:30AM to 5PM\"",\""Monday\"":\""7:30AM to 6PM\"",\""Saturday\"":\""8AM to 1PM\"",\""Sunday\"":\""9AM to 1PM\"",\""Thursday\"":\""7:30AM to 6PM\"",\""Tuesday\"":\""7:30AM to 6PM\"",\""Wednesday\"":\""8AM to 6PM\""}""",,5.0,3.2,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=I9k415Wu2U1106muHIPvvQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=138.89848&pitch=0&thumbfov=100,"https://www.google.com/maps/place/UnityPoint+Clinic+Pediatrics-+Cedar+Rapids:+Katie+Shearer,+MD/data=!4m6!3m5!1s0x87e4f74b9ce5d92f:0x32ebc3f59eba6f15!8m2!3d41.984169!4d-91.660933!16s%2Fg%2F1td33lqd",US
AMR Tribal,Holding company,"4086 Autumn Ridge, Saginaw, MI 48603",amrtribal.com,+19897998174,,,0.0,0.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YxbO1VvdIwQY8b1h2Ld58A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=56.512238&pitch=0&thumbfov=100,"https://www.google.com/maps/place/AMR+Tribal/@43.4669019,-84.0250033,17z/data=!3m1!4b1!4m5!3m4!1s0x8823c4a3f73aaaab:0x957fbec4ffd17062!8m2!3d43.4668734!4d-84.0228143",US
Vanity Fayre,Beauty Salon,"6 Haye Rd S, Elburton, Plymouth PL9 8HJ",http://www.vanityfayrehairandbeauty.co.uk/,01752 406693,"{""Friday"":""9 am–5:30 pm"",""Monday"":""Closed"",""Saturday"":""9 am–4 pm"",""Sunday"":""Closed"",""Thursday"":""9 am–8 pm"",""Tuesday"":""9 am–8 pm"",""Wednesday"":""9 am–8 pm""}",Opens soon ⋅ 9 am,29.0,4.6,https://lh5.googleusercontent.com/p/AF1QipMJJnh2eB182q2nbD6qXuZRySBaSljLYK8hoV8l=w80-h106-k-no,https://www.google.com/maps/place/Vanity%20Fayre/data=!4m7!3m6!1s0x486ceb8a6fa649c1:0xb221b07748038a00!8m2!3d50.3591024!4d-4.0664429!16s/g/1v1kp8w5!19sChIJwUmmb4rrbEgRAIoDSHewIbI?authuser=0&hl=en&rclk=1,GB
Bauer Plumbing & Heating Inc,Plumber,"4421 Ottawa St, Bismarck, ND 58503",,(701) 223-7886,"{""Friday"":""8 AM–5 PM"",""Monday"":""8 AM–5 PM"",""Saturday"":""Closed"",""Sunday"":""Closed"",""Thursday"":""8 AM–5 PM"",""Tuesday"":""Closed"",""Wednesday"":""8 AM–5 PM""}",Open ⋅ Closes 5 PM,31.0,4.2,https://lh5.googleusercontent.com/p/AF1QipNPkTL4hCzmvpBYsbHkBmeeL2NYu2A_o13CudpL=w207-h92-k-no,https://www.google.com/maps/place/Bauer%20Plumbing%20&%20Heating%20Inc/data=!4m7!3m6!1s0x52d7822fb19afd73:0xd6991feb59d92697!8m2!3d46.8543264!4d-100.7739294!16s/g/1tdg2wls!19sChIJc_2asS-C11IRlybZWesfmdY?authuser=0&hl=en&rclk=1,US
Altus at The Quarter by Pulte Homes,Real estate agent,"2001 Holtz Ln, Atlanta, GA 30318",https://www.pulte.com/homes/georgia/atlanta/atlanta/altus-at-the-quarter-209947,(678) 839-9652,"{""Friday"":""10 AM–6 PM"",""Monday"":""10 AM–6 PM"",""Saturday"":""10 AM–6 PM"",""Sunday"":""1–6 PM"",""Thursday"":""10 AM–6 PM"",""Tuesday"":""Closed"",""Wednesday"":""Closed""}",Open ⋅ Closes 6 PM,44.0,4.3,https://lh5.googleusercontent.com/p/AF1QipOC6_2_aK3QRV1X6DowbZIeJQI1sAFEnWbZmiO3=w142-h92-k-no,https://www.google.com/maps/place/Altus%20at%20The%20Quarter%20by%20Pulte%20Homes/data=!4m7!3m6!1s0x88f51b708070d2a5:0x47daddad88cd0609!8m2!3d33.816365999999995!4d-84.4431737!16s/g/11h27dqy45!19sChIJpdJwgHAb9YgRCQbNiK3d2kc?authuser=0&hl=en&rclk=1,US
Health Hire Fitness Limited,Fitness equipment wholesaler,"28 Back Swinegate, York YO1 8AD",,07751 691261,"{""Friday"":""Open 24 hours"",""Monday"":""Open 24 hours"",""Saturday"":""Open 24 hours"",""Sunday"":""Open 24 hours"",""Thursday"":""Open 24 hours"",""Tuesday"":""Open 24 hours"",""Wednesday"":""Open 24 hours""}",Open 24 hours,1.0,5.0,https://lh5.googleusercontent.com/p/AF1QipNQ1dzBnwgIiFCrs8DValuymDpdljXul3O4qKCr=w92-h92-k-no,https://www.google.com/maps/place/Health%20Hire%20Fitness%20Limited/data=!4m7!3m6!1s0x48793125271e0e3b:0x4380876609a1851!8m2!3d53.9604594!4d-1.0821351!16s/g/11j61g1b4y!19sChIJOw4eJyUxeUgRURiaYHYIOAQ?authuser=0&hl=en&rclk=1,GB
Deals Outlet Bin Store,General store,"2122 SW 59th St, Oklahoma City, OK 73119",,(405) 493-9763,"{""Friday"":""10 AM–7 PM"",""Monday"":""9 AM–9 PM"",""Saturday"":""9 AM–9 PM"",""Sunday"":""10 AM–9 PM"",""Thursday"":""9 AM–9 PM"",""Tuesday"":""9 AM–9 PM"",""Wednesday"":""9 AM–9 PM""}",Open ⋅ Closes 9 PM,176.0,4.4,https://lh5.googleusercontent.com/p/AF1QipM6jJkIFd0knYV7ktnrawhjMp88R0bFNMdUSK08=w92-h92-k-no,https://www.google.com/maps/place/Deals%20Outlet%20Bin%20Store/data=!4m7!3m6!1s0x87b213b898117201:0xb5ea7f154f062b35!8m2!3d35.4056061!4d-97.54891169999999!16s/g/11sgkw3cgh!19sChIJAXIRmLgTsocRNSsGTxV_6rU?authuser=0&hl=en&rclk=1,US
Lindos By Night Bar,Cocktail bar,"Lindos 851 07, Greece",,+30 694 790 8159,"{""Friday"":""7 PM–3 AM"",""Monday"":""7 PM–3 AM"",""Saturday"":""7 PM–3 AM"",""Sunday"":""7 PM–3 AM"",""Thursday"":""7 PM–3 AM"",""Tuesday"":""7 PM–3 AM"",""Wednesday"":""7 PM–3 AM""}",Open ⋅ Closes 3 AM,163.0,4.6,https://lh5.googleusercontent.com/p/AF1QipNX-iwT06PVXgatOnbZsFXneV0lNxHV1BWnwWl4=w122-h92-k-no,https://www.google.com/maps/place/Lindos%20By%20Night%20Bar/data=!4m7!3m6!1s0x14950e74fed5eee3:0x8cffeacbf3ca9cc0!8m2!3d36.0916431!4d28.0852221!16s/g/1t_gbg6z!19sChIJ4-7V_nQOlRQRwJzK88vq_4w?authuser=0&hl=en&rclk=1,GR
Deluxe Donuts,Bakery,"520 S Scatterfield Rd, Anderson, IN 46012",http://www.deluxedonutsindiana.com/,(765) 649-2949,"{""Friday"":""6 AM–8 PM"",""Monday"":""6 AM–8 PM"",""Saturday"":""6 AM–8 PM"",""Sunday"":""6 AM–8 PM"",""Thursday"":""6 AM–8 PM"",""Tuesday"":""6 AM–8 PM"",""Wednesday"":""6 AM–8 PM""}",Closed ⋅ Opens 6 AM,645.0,4.6,https://lh5.googleusercontent.com/p/AF1QipPFxGIw4bDyHP6jyz2vU2A4_K1X6ZAfuB_-9fw0=w122-h92-k-no,https://www.google.com/maps/place/Deluxe%20Donuts/data=!4m7!3m6!1s0x8814d905dd3dfacd:0xe67510b7d85b8633!8m2!3d40.1104761!4d-85.6523708!16s/g/1vn_zkn8!19sChIJzfo93QXZFIgRM4Zb2LcQdeY?authuser=0&hl=en&rclk=1,US
Cadora Woods Glamping,Camping cabin,"Coxbury and Wyegate Ln, St Briavels, Lydney GL15 6QJ",https://www.cadorawoodsglamping.co.uk/,07779 639027,,,18.0,5.0,https://lh5.googleusercontent.com/p/AF1QipPQdYD_irQp1Ds0nqAaMEx0RMCBD80-IZJyjf6C=w122-h92-k-no,https://www.google.com/maps/place/Cadora%20Woods%20Glamping/data=!4m7!3m6!1s0x4871b908817227d5:0xee0fc32345b7d24b!8m2!3d51.756611!4d-2.6504192!16s/g/11h50vp21q!19sChIJ1SdygQi5cUgRS9K3RSPDD-4?authuser=0&hl=en&rclk=1,GB
Iris Coffee Company,Coffee roasters,"631 Franklin St, Pella, IA 50219",http://www.iriscoffee.co/,(641) 651-0301,"{""Friday"":""8 AM–2 PM"",""Monday"":""8 AM–2 PM"",""Saturday"":""9 AM–3 PM"",""Sunday"":""Closed"",""Thursday"":""8 AM–2 PM"",""Tuesday"":""8 AM–2 PM"",""Wednesday"":""8 AM–2 PM""}",Closed ⋅ Opens 8 AM Mon,67.0,5.0,https://lh5.googleusercontent.com/p/AF1QipOvBfhRsBl1mGPLj2rnBtz9IUvxTsKZHZ7uug6k=w122-h92-k-no,https://www.google.com/maps/place/Iris%20Coffee%20Company/data=!4m7!3m6!1s0x87ef3b3b137a2215:0x6ac13484744220bf!8m2!3d41.4065406!4d-92.91596659999999!16s/g/11h12rm3yv!19sChIJFSJ6Ezs774cRvyBCdIQ0wWo?authuser=0&hl=en&rclk=1,US
Quest Diagnostics Inside Walmart Hamilton,Medical laboratory,"3201 Princeton Rd, Hamilton, OH 45011",,+15132033070,"""{\""Friday\"":\""7:30AM to 4PM\"",\""Monday\"":\""7:30AM to 4PM\"",\""Saturday\"":\""7:30AM to 2PM\"",\""Sunday\"":\""Closed\"",\""Thursday\"":\""7:30AM to 4PM\"",\""Tuesday\"":\""7:30AM to 4PM\"",\""Wednesday\"":\""7:30AM to 4PM\""}""",,19.0,3.2,https://lh5.googleusercontent.com/p/AF1QipOrIZofbCdVoT9jzlqYiSysaKGwVRtB1B6FmOTl=w408-h306-k-no,https://www.google.com/maps/place/Quest+Diagnostics+Inside+Walmart+Hamilton/data=!4m6!3m5!1s0x884045a3c2135ac1:0x9551d9159db1dd9d!8m2!3d39.388297!4d-84.507963!16s%2Fg%2F11h3c302nm,US
Capsulie.fr,Wine store,"2 Rue Neuve, 18210 Charenton-du-Cher, France",http://capsulie.fr/,+33 2 48 82 01 40,"{""Friday"":""10 AM–10:30 PM"",""Monday"":""Closed"",""Saturday"":""10 AM–10:30 PM"",""Sunday"":""Closed"",""Thursday"":""10 AM–7 PM"",""Tuesday"":""10 AM–7 PM"",""Wednesday"":""10 AM–7 PM""}",Closed ⋅ Opens 10 AM Tue,3.0,5.0,https://lh5.googleusercontent.com/p/AF1QipOsuGLR2dMJVFPZMiDSit9tH86XS574cxScIa3y=w122-h92-k-no,https://www.google.com/maps/place/Capsulie.fr/data=!4m7!3m6!1s0x47f08127ed3f1189:0x1a9ef626acd2ac79!8m2!3d46.7313355!4d2.6394226!16s/g/11gmz1kklc!19sChIJiRE_7SeB8EcReazSrCb2nho?authuser=0&hl=en&rclk=1,FR
"Dr. Nitin Agarwal, MD",Doctor,"225 Smith Ave N #201, St Paul, MN 55102",https://www.childrensmn.org/applications/findadoctor/profile/302836697/nitin-agarwal-md/,(651) 241-5290,,,3.0,5.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gxD4VgQ5Dfj3yk5J4axLjw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=132.84912&pitch=0&thumbfov=100,"https://www.google.com/maps/place/Dr.%20Nitin%20Agarwal,%20MD/data=!4m7!3m6!1s0x87f62ab9d80d96d9:0x6ac5ff1af205071e!8m2!3d44.9421404!4d-93.1077416!16s/g/11b75nh240!19sChIJ2ZYN2Lkq9ocRHgcF8hr_xWo?authuser=0&hl=en&rclk=1",US
Wild Rose Medicine,Acupuncture clinic,"475 N Lake Blvd Suite 205, Tahoe City, CA 96145",wildrosemedicine.com,+14159520985,"""{\""Friday\"":\""10AM to 4PM\"",\""Monday\"":\""Closed\"",\""Saturday\"":\""10AM to 2PM\"",\""Sunday (Easter)\"":\""Closed\"",\""Thursday\"":\""10AM to 4PM\"",\""Tuesday\"":\""10AM to 4PM\"",\""Wednesday\"":\""10AM to 4PM\""}""",,0.0,0.0,https://lh5.googleusercontent.com/p/AF1QipNsjAwQzAU7_wrTqwv7U654p0iiBHd1vu5jjrxZ=w408-h539-k-no,"https://www.google.com/maps/place/Wild+Rose+Medicine/@39.1709033,-120.1442036,17z/data=!3m1!4b1!4m5!3m4!1s0x80997d5169dfdc25:0x18aaaddff7ff172a!8m2!3d39.1709033!4d-120.1420149",US
Mattress USA,Mattress store,"840 Ernest W Barrett Pkwy NW, Kennesaw, GA 30144",https://www.mattressusaatlanta.com/,(770) 426-4285,"{""Friday"":""10 AM–8 PM"",""Monday"":""10 AM–8 PM"",""Saturday"":""10 AM–8 PM"",""Sunday"":""12–6 PM"",""Thursday"":""10 AM–8 PM"",""Tuesday"":""Closed"",""Wednesday"":""10 AM–8 PM""}",Open ⋅ Closes 6 PM,64.0,4.6,https://lh5.googleusercontent.com/p/AF1QipMKAr3w9bGQjuuaQv6W0uYzqJecEGqp-H-Cpsfy=w163-h92-k-no,https://www.google.com/maps/place/Mattress%20USA/data=!4m7!3m6!1s0x88f515170bc95a93:0x4dca2b764913e301!8m2!3d34.0086976!4d-84.57640339999999!16s/g/11_qhy56v!19sChIJk1rJCxcV9YgRAeMTSXYryk0?authuser=0&hl=en&rclk=1,US
Umpqua Bank,Business banking service,"1501 54th Ave E, Fife, WA 98424",https://locations.umpquabank.com/wa/fife/1501-54th-ave-e,(253) 922-7870,"{""Friday"":""9 AM–5 PM"",""Monday"":""9 AM–5 PM"",""Saturday"":""Closed"",""Sunday"":""Closed"",""Thursday"":""9 AM–5 PM"",""Tuesday"":""9 AM–5 PM"",""Wednesday"":""9 AM–5 PM""}",Open ⋅ Closes 5 PM,5.0,4.2,https://lh5.googleusercontent.com/p/AF1QipNwMJYWu-8DRiEuLCGpeRTJ8tgeYB80vf8-16hz=w92-h92-k-no,https://www.google.com/maps/place/Umpqua%20Bank/data=!4m7!3m6!1s0x5490ff4d093a83c9:0x57021dcc16b1f868!8m2!3d47.243927299999996!4d-122.3565266!16s/g/1tcykrb7!19sChIJyYM6CU3_kFQRaPixFswdAlc?authuser=0&hl=en&rclk=1,US
"Drumchapel & Clydebank Kayak Club, Outdoor Sessions",Sports club,"Pier Rd, Balloch, Alexandria G83 8QX",http://www.dckc.co.uk/,07811 575394,,,2.0,4.5,https://lh5.googleusercontent.com/p/AF1QipN3u7Il7_9-8bKeXJbIFpUMafl3_kBULZXBT3xQ=w163-h92-k-no,"https://www.google.com/maps/place/Drumchapel%20&%20Clydebank%20Kayak%20Club,%20Outdoor%20Sessions/data=!4m7!3m6!1s0x48885348309391a7:0x3a108d057ce59b1f!8m2!3d56.00761!4d-4.5915401!16s/g/1tfzly07!19sChIJp5GTMEhTiEgRH5vlfAWNEDo?authuser=0&hl=en&rclk=1",GB
"Wickland, Home of Three Governors",Event venue,"550 Bloomfield Rd, Bardstown, KY 40004",http://historicwickland.com/,(502) 275-6731,"{""Friday"":""10 AM–2 PM"",""Monday"":""10 AM–2 PM"",""Saturday"":""Closed"",""Sunday"":""Closed"",""Thursday"":""Closed"",""Tuesday"":""Closed"",""Wednesday"":""Closed""}",Open ⋅ Closes 2 PM,74.0,4.5,https://lh5.googleusercontent.com/p/AF1QipMRsHotN7Bn1F71BJ-iXoH5FJWe4HdxK-UNySuV=w122-h92-k-no,"https://www.google.com/maps/place/Wickland,%20Home%20of%20Three%20Governors/data=!4m7!3m6!1s0x8868521956ecf0bd:0xed1d0a34f7858f33!8m2!3d37.813049299999996!4d-85.4532546!16s/m/05c55hc!19sChIJvfDsVhlSaIgRM4-F9zQKHe0?authuser=0&hl=en&rclk=1",US
My Homemaker's Haven-Custom Cakes and Candies,Wedding bakery,"156 S 2nd St, Sierra Vista, AZ 85635",http://www.myhomemakershaven.com/,(520) 678-4989,"{""Friday"":""9 AM–5 PM"",""Monday"":""9 AM–5 PM"",""Saturday"":""10 AM–4 PM"",""Sunday"":""Closed"",""Thursday"":""9 AM–5 PM"",""Tuesday"":""9 AM–5 PM"",""Wednesday"":""9 AM–5 PM""}",Opens soon ⋅ 10 AM,18.0,4.3,https://lh5.googleusercontent.com/p/AF1QipMyw-ePcMaix1MlgqJcct20gIaekJmzLB5_W0db=w80-h142-k-no,https://www.google.com/maps/place/My%20Homemaker's%20Haven-Custom%20Cakes%20and%20Candies/data=!4m7!3m6!1s0x86d72c4cde66c9cd:0x7d9a4bf1fcd59e0f!8m2!3d31.553046799999997!4d-110.29674!16s/g/11cjk2s_wk!19sChIJzclm3kws14YRD57V_PFLmn0?authuser=0&hl=en&rclk=1,US
Premier Cakes,Bakery,"6617 Falls of Neuse Rd #105, Raleigh, NC 27615",http://www.premier-cakes.com/,(919) 703-0095,"{""Friday"":""12–6 PM"",""Monday"":""Closed"",""Saturday"":""Closed"",""Sunday"":""Closed"",""Thursday"":""12–6 PM"",""Tuesday"":""Closed"",""Wednesday"":""12–6 PM""}",Closed ⋅ Opens 12 PM Wed,219.0,4.6,https://lh5.googleusercontent.com/p/AF1QipOHFJ5GnO4eyf84u-uZ_OIyA2CU6kjwtk1Fk_1s=w80-h106-k-no,https://www.google.com/maps/place/Premier%20Cakes/data=!4m7!3m6!1s0x89ac59a7ffdaabef:0x4180472dec10667c!8m2!3d35.8729953!4d-78.624477!16s/g/1jglx7njm!19sChIJ76va_6dZrIkRfGYQ7C1HgEE?authuser=0&hl=en&rclk=1,US
Chaayos - Kokilaben Hospital,Coffee shop,"Rao Saheb Achutrao Patwardhan Marg, Sahayog Nagar, Four Bungalows, Andheri West, Mumbai, Maharashtra 400053, India",https://www.chaayos.com/,+91 1800 120 2424,"{""Friday"":""7 AM–12 AM"",""Monday"":""7 AM–12 AM"",""Saturday"":""7 AM–12 AM"",""Sunday"":""7 AM–12 AM"",""Thursday"":""7 AM–12 AM"",""Tuesday"":""7 AM–12 AM"",""Wednesday"":""7 AM–12 AM""}",Closes soon ⋅ 12 AM ⋅ Opens 7 AM Tue,97.0,4.3,https://lh5.googleusercontent.com/p/AF1QipPFbjoCFY5sMVZL-02Pn0uknU5cRpzxC24lglWu=w138-h92-k-no,https://www.google.com/maps/place/Chaayos%20-%20Kokilaben%20Hospital/data=!4m7!3m6!1s0x3be7b7479d855cc7:0x1726ea80f6a2ae07!8m2!3d19.12997!4d72.8258422!16s/g/11rmt3flyz!19sChIJx1yFnUe35zsRB66i9oDqJhc?authuser=0&hl=en&rclk=1,IN
Katelynz Kutz,Hair salon,"755 9th Ave #4, Marion, IA 52302",https://app.acuityscheduling.com/schedule.php?owner=20527578,(319) 450-9557,,,9.0,4.6,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3-RsIMOgTvx9o0oi3scMZA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=186.0784&pitch=0&thumbfov=100,https://www.google.com/maps/place/Katelynz%20Kutz/data=!4m7!3m6!1s0x87e4f1c5274e1393:0xb5e24a416c9bebcd!8m2!3d42.034881399999996!4d-91.60202009999999!16s/g/11ht3bbpfx!19sChIJkxNOJ8Xx5IcRzeubbEFK4rU?authuser=0&hl=en&rclk=1,US
"The Breighton Apts, East Gate Entry",Apartment complex,"2998 N Lee Ave, Oklahoma City, OK 73103",https://www.cethron.com/breighton,(405) 528-2224,"{""Friday"":""9 AM–5 PM"",""Monday"":""9 AM–5 PM"",""Saturday"":""Closed"",""Sunday"":""Closed"",""Thursday"":""9 AM–5 PM"",""Tuesday"":""9 AM–5 PM"",""Wednesday"":""9 AM–5 PM""}",Closed ⋅ Opens 9 AM Mon,1.0,5.0,https://lh5.googleusercontent.com/p/AF1QipMv2H5ufqgxR2QK54-2Dg1JVXHb9d-zBpWZ-cZ0=w80-h142-k-no,"https://www.google.com/maps/place/The%20Breighton%20Apts,%20East%20Gate%20Entry/data=!4m7!3m6!1s0x87b21763ff8c6f37:0x16606b112e42d9a9!8m2!3d35.499514999999995!4d-97.52396019999999!16s/g/11q26wcpl3!19sChIJN2-M_2MXsocRqdlCLhFrYBY?authuser=0&hl=en&rclk=1",US
Gasthof Neuhaus,Bavarian restaurant,"Marktpl. 1, 83471 Berchtesgaden, Germany",https://speisekartenweb.de/restaurants/berchtesgaden/gasthof-zum-neuhaus-62952?utm_source=google_profile&utm_medium=google_profile&utm_campaign=admin_b,+4986529799280,"{""Friday"":""11 AM–10 PM"",""Monday"":""11 AM–10 PM"",""Saturday"":""11 AM–10 PM"",""Sunday"":""11 AM–10 PM"",""Thursday"":""11 AM–10 PM"",""Tuesday"":""11 AM–10 PM"",""Wednesday"":""11 AM–10 PM""}",Open ⋅ Closes 10 PM,3090.0,4.5,https://lh5.googleusercontent.com/p/AF1QipP2mnO6dvz5tqXOrznCU5HoeHeybghKru9pbejC=w137-h92-k-no,https://www.google.com/maps/place/Gasthof%20Neuhaus/data=!4m7!3m6!1s0x4776ec939b0b5495:0x2e256750dcb42aad!8m2!3d47.6330034!4d13.0023271!16z%2Fg%2F1tg4_7j2!19sChIJlVQLm5PsdkcRrSq03FBnJS4?authuser=0&hl=en&rclk=1,DE
"Merit Sprinkler Company, Inc",Fire protection service,"930 Kenner Ave # A, Kenner, LA 70062",,(504) 464-6236,"{""Friday"":""7 AM–4 PM"",""Monday"":""7 AM–4 PM"",""Saturday"":""Closed"",""Sunday"":""Closed"",""Thursday"":""7 AM–4 PM"",""Tuesday"":""7 AM–4 PM"",""Wednesday"":""7 AM–4 PM""}",Open ⋅ Closes 4 PM,8.0,4.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kc6Xa_ZumG0wwIhMDI356A&cb_client=search.gws-prod.gps&w=80&h=92&yaw=21.901478&pitch=0&thumbfov=100,"https://www.google.com/maps/place/Merit%20Sprinkler%20Company,%20Inc/data=!4m7!3m6!1s0x8620b77c1fdb31b1:0x57b3e60e3e8d2f8d!8m2!3d29.979685099999998!4d-90.2583635!16s/g/1thzp7wr!19sChIJsTHbH3y3IIYRjS-NPg7ms1c?authuser=0&hl=en&rclk=1",US
Highland Middle School,Middle school,"2108 E 200 N, Anderson, IN 46012",https://hms.acsc.net/,(765) 641-2059,,,34.0,3.2,https://lh5.googleusercontent.com/p/AF1QipNKoipNuOU2qwQwvXQImmk3I-bKzalW3-m-ng1T=w163-h92-k-no,https://www.google.com/maps/place/Highland%20Middle%20School/data=!4m7!3m6!1s0x8814d8cf8280a1b3:0xe39f9eb7eb73dac9!8m2!3d40.1368977!4d-85.6303171!16s/m/0gy9yh!19sChIJs6GAgs_YFIgRydpz67een-M?authuser=0&hl=en&rclk=1,US
Tung Lok,Chinese restaurant,"254 Colne Rd, Burnley BB10 1DZ",http://tunglokburnley.co.uk/,01282 838828,"{""Friday"":""4:30–10:30 pm"",""Monday"":""4:30–10:30 pm"",""Saturday"":""4:30–10:30 pm"",""Sunday"":""4:30–10:30 pm"",""Thursday"":""4:30–10:30 pm"",""Tuesday"":""Closed"",""Wednesday"":""4:30–10:30 pm""}",Closed ⋅ Opens 4:30 pm,27.0,3.7,https://lh5.googleusercontent.com/p/AF1QipP21Ob4HbqvovNEcB_WsK-ikTc-zWNj82jPWpb8=w122-h92-k-no,https://www.google.com/maps/place/Tung%20Lok/data=!4m7!3m6!1s0x487b91a8f34452fb:0xe4008944f80a9ae4!8m2!3d53.8044868!4d-2.2345069!16s/g/11g_yfnl1w!19sChIJ-1JE86iRe0gR5JoK-ESJAOQ?authuser=0&hl=en&rclk=1,GB
DNA Computers & Electronics Repair,Computer accessories store,"2280 E Dorothy Ln, Kettering, OH 45420",https://www.getyourdna.com/,(937) 298-2667,"{""Friday"":""9 AM–6 PM"",""Monday"":""9 AM–6 PM"",""Saturday"":""Closed"",""Sunday"":""Closed"",""Thursday"":""9 AM–6 PM"",""Tuesday"":""9 AM–6 PM"",""Wednesday"":""9 AM–6 PM""}",Closed ⋅ Opens 9 AM,113.0,4.4,https://lh5.googleusercontent.com/p/AF1QipM_hxwuHB_BrCpsQlJYfnDctsTK9jslgtSkHxz7=w123-h92-k-no,https://www.google.com/maps/place/DNA%20Computers%20&%20Electronics%20Repair/data=!4m7!3m6!1s0x884085227c38c031:0xd037dfa7f8d68528!8m2!3d39.701116999999996!4d-84.12259999999999!16s/g/1tdyrgk_!19sChIJMcA4fCKFQIgRKIXW-KffN9A?authuser=0&hl=en&rclk=1,US
SANIPOD,Boot store,"207 Rue Paul Dijon, 38590 Sillans, France",https://www.sanipod.fr/,+33 9 61 24 82 68,"{""Friday"":""8:30 AM–12 PM"",""Monday"":""8:30 AM–12 PM"",""Saturday"":""Closed"",""Sunday"":""Closed"",""Thursday"":""8:30 AM–12 PM"",""Tuesday"":""8:30 AM–12 PM"",""Wednesday"":""8:30 AM–12 PM""}",Open ⋅ Closes 5 PM,7.0,3.9,https://lh5.googleusercontent.com/p/AF1QipMUmUBp7-NTZQjsNEnxQxV1lMHuZRzFWMT2A2BK=w84-h92-k-no,https://www.google.com/maps/place/SANIPOD/data=!4m7!3m6!1s0x47f34671a7f6ccdb:0x23ae3875b9be793b!8m2!3d45.338197099999995!4d5.3865435999999995!16s/g/11c6lc105m!19sChIJ28z2p3FG80cRO3m-uXU4riM?authuser=0&hl=en&rclk=1,FR
Dr. McKenzie Holloway,Dentist,"4670 Palmetto Rd, Benton, LA 71006",thedental-studio.com,+13189655700,"""{\""Friday\"":\""8AM to 4PM\"",\""Monday\"":\""8AM to 5PM\"",\""Saturday\"":\""Closed\"",\""Sunday\"":\""Closed\"",\""Thursday\"":\""8AM to 4PM\"",\""Tuesday\"":\""8AM to 4PM\"",\""Wednesday\"":\""8AM to 4PM\""}""",,2.0,5.0,https://lh5.googleusercontent.com/p/AF1QipMaDO7JcVIBwOuOkVwGdWojtAU81wZC_68aTC6a=w408-h363-k-no,"https://www.google.com/maps/place/Dr.+McKenzie+Holloway/@32.6453132,-93.7157278,17z/data=!3m1!4b1!4m6!3m5!1s0x8631350d2c9f71d3:0x61db9c5854a70658!8m2!3d32.6453132!4d-93.7135391!16s%2Fg%2F11rwxf5ly3",US
